"minutes__minute","minutes__value__rmssd","minutes__value__coverage","minutes__value__hf","minutes__value__lf","dateTime"
"2025-04-12T08:10:00.000","153.723","0.984","1908.378","4471.379",""
"2025-04-12T08:15:00.000","142.178","0.993","1900.975","3961.321",""
"2025-04-12T08:20:00.000","153.186","0.929","2769.453","2117.802",""
"2025-04-12T08:25:00.000","190.973","1.003","2845.808","3159.596",""
"2025-04-12T08:30:00.000","176.238","0.944","3077.149","4715.695",""
"2025-04-12T08:35:00.000","166.198","0.945","3603.404","8217.132",""
"2025-04-12T08:40:00.000","178.254","0.958","3533.135","3012.182",""
"2025-04-12T08:45:00.000","179.481","1.002","2836.129","4960.827",""
"2025-04-12T08:50:00.000","189.947","0.959","3923.555","1979.023",""
"2025-04-12T08:55:00.000","206.925","0.97","4110.979","4779.127",""
"2025-04-12T09:00:00.000","183.121","0.992","3445.845","2687.259",""
"2025-04-12T09:05:00.000","199.407","0.813","4461.88","11530.229",""
"2025-04-13T01:05:00.000","188.125","0.994","5523.546","1528.533","2025-04-13"
"2025-04-13T01:10:00.000","206.241","0.926","6040.899","7158.615",""
"2025-04-13T01:15:00.000","190.302","0.992","4846.943","2787.789",""
"2025-04-13T01:20:00.000","177.006","1.003","4263.556","885.012",""
"2025-04-13T01:25:00.000","188.626","0.954","5226.087","1381.509",""
"2025-04-13T01:30:00.000","213.649","1.007","7246.029","731.437",""
"2025-04-13T01:35:00.000","226.355","1.004","7744.037","1407.985",""
"2025-04-13T01:40:00.000","213.338","1.006","7022.34","1978.702",""
"2025-04-13T01:45:00.000","223.016","1.004","7173.071","887.69",""
"2025-04-13T01:50:00.000","239.824","0.945","8077.942","1551.084",""
"2025-04-13T01:55:00.000","207.031","0.942","5352.333","4700.055",""
"2025-04-13T02:00:00.000","190.27","0.987","5481.385","1941.525",""
"2025-04-13T02:05:00.000","211.11","0.893","7278.913","4276.035",""
"2025-04-13T02:10:00.000","189.285","0.963","4301.588","6901.9",""
"2025-04-13T02:15:00.000","169.331","1.001","3707.488","3771.863",""
"2025-04-13T02:20:00.000","205.177","0.977","6391.567","2532.164",""
"2025-04-13T02:25:00.000","214.185","1.005","6353.796","5913.894",""
"2025-04-13T02:30:00.000","217.059","0.97","6250.937","1141.396",""
"2025-04-13T02:35:00.000","215.374","1.004","6987.834","1607.835",""
"2025-04-13T02:40:00.000","204.13","1.004","6602.515","1992.886",""
"2025-04-13T02:45:00.000","214.454","1.007","7229.288","1177.734",""
"2025-04-13T02:50:00.000","211.432","0.974","7958.277","2028.784",""
"2025-04-13T02:55:00.000","220.625","1.004","7610.859","1436.155",""
"2025-04-13T03:00:00.000","225.209","0.995","8253.887","975.73",""
"2025-04-13T03:05:00.000","218.833","1.006","7810.902","1157.124",""
"2025-04-13T03:10:00.000","217.091","1.004","7639.76","1376.338",""
"2025-04-13T03:15:00.000","220.034","0.943","6934.475","13821.101",""
"2025-04-13T03:20:00.000","192.134","0.997","4427.199","4482.53",""
"2025-04-13T03:25:00.000","171.882","1.005","1905.434","2424.435",""
"2025-04-13T03:30:00.000","120.651","0.946","1305.668","1690.231",""
"2025-04-13T03:40:00.000","252.374","0.987","8579.772","3850.657",""
"2025-04-13T03:45:00.000","236.074","0.927","7809.663","2273.014",""
"2025-04-13T03:50:00.000","220.155","0.99","6088.825","8217.212",""
"2025-04-13T03:55:00.000","197.708","0.954","4476.58","8769.299",""
"2025-04-13T04:00:00.000","193.428","0.982","4668.045","3619.14",""
"2025-04-13T04:05:00.000","188.474","0.98","4920.338","1158.723",""
"2025-04-13T04:10:00.000","191.516","0.958","5051.36","2209.71",""
"2025-04-13T04:15:00.000","200.145","0.884","4253.216","12134.133",""
"2025-04-13T04:20:00.000","204.964","0.972","5446.537","2777.824",""
"2025-04-13T04:25:00.000","220.128","1.004","6959.746","2486.919",""
"2025-04-13T04:30:00.000","205.758","1.004","6680.798","981.002",""
"2025-04-13T04:35:00.000","201.366","0.977","6688.386","6483.429",""
"2025-04-13T04:40:00.000","207.114","0.976","7117.835","4057.328",""
"2025-04-13T04:45:00.000","221.726","0.997","6995.277","2343.273",""
"2025-04-13T04:50:00.000","190.44","1.006","5806.901","1403.832",""
"2025-04-13T04:55:00.000","180.443","1.003","5014.086","1037.853",""
"2025-04-13T05:00:00.000","186.942","0.951","4402.377","9315.372",""
"2025-04-13T05:05:00.000","174.564","0.995","4392.066","2816.242",""
"2025-04-13T05:10:00.000","182.322","0.945","4992.537","6365.32",""
"2025-04-13T05:15:00.000","202.484","0.907","5838.534","5324.144",""
"2025-04-13T05:35:00.000","238.864","0.9","6922.74","8035.053",""
"2025-04-13T05:40:00.000","248.759","0.988","8643.466","1501.653",""
"2025-04-13T05:45:00.000","244.045","1.005","8059.22","1970.069",""
"2025-04-13T05:50:00.000","232.453","1.004","8323.15","2544.001",""
"2025-04-13T05:55:00.000","209.904","0.887","3947.237","5595.438",""
"2025-04-13T06:00:00.000","197.089","0.96","5479.213","1990.35",""
"2025-04-13T06:05:00.000","205.524","0.985","5588.752","2467.94",""
"2025-04-13T06:10:00.000","206.343","1.004","5349.904","3224.655",""
"2025-04-13T06:15:00.000","226.006","1.003","6305.72","1884.849",""
"2025-04-13T06:20:00.000","224.346","1.004","6747.76","5016.77",""
"2025-04-13T06:25:00.000","224.67","0.995","5709.176","3310.565",""
"2025-04-13T06:30:00.000","221.299","0.924","5475.935","3938.584",""
"2025-04-13T06:35:00.000","218.032","0.997","4072.001","6094.999",""
"2025-04-13T06:40:00.000","238.644","0.95","5486.189","4029.92",""
"2025-04-13T06:45:00.000","251.793","1.004","8335.035","6273.689",""
"2025-04-13T06:50:00.000","211.062","1.003","5662.984","2642.055",""
"2025-04-13T06:55:00.000","195.748","1.002","6203.892","6510.543",""
"2025-04-13T07:00:00.000","220.015","1.005","8164.905","4112.89",""
"2025-04-13T07:05:00.000","202.709","0.957","4230.771","6422.379",""
"2025-04-13T07:10:00.000","209.778","0.994","5335.556","2304.597",""
"2025-04-13T07:15:00.000","217.273","0.97","5566.039","1328.472",""
"2025-04-13T07:20:00.000","213.594","1.004","6352.346","3458.896",""
"2025-04-13T07:25:00.000","220.711","0.97","5812.633","2989.229",""
"2025-04-13T07:30:00.000","214.547","0.996","6145.437","1327.258",""
"2025-04-13T07:35:00.000","206.368","0.969","5412.65","1988.978",""
"2025-04-13T07:40:00.000","215.706","0.982","5618.772","3496.165",""
"2025-04-13T07:45:00.000","217.513","1.004","5883.261","2592.253",""
"2025-04-13T07:50:00.000","220.063","0.958","6314.837","4079.743",""
"2025-04-13T07:55:00.000","196.523","0.995","6630.148","4940.411",""
"2025-04-13T08:00:00.000","208.151","0.951","4873.243","2844.381",""
"2025-04-13T08:05:00.000","223.99","1.004","5945.298","4704.024",""
"2025-04-13T08:10:00.000","233.979","0.917","8641.639","3939.53",""
"2025-04-13T08:15:00.000","282.2","0.878","13697.405","5593.64",""
"2025-04-13T08:25:00.000","219.783","0.931","7032.618","2493.263",""
